,Epoch,TrainingLoss,TrainingAccuracy,ValidationLoss,ValidationAccuracy
0,1,1.3834172270514749,0.3000000016255812,1.3862320401451804,0.25
0,2,1.3817922895604915,0.26363636336543345,1.3861791545694524,0.25
0,3,1.375736327604814,0.2909090898253701,1.386161587455056,0.25
0,4,1.3737043380737304,0.2840909107164903,1.3861585313623601,0.25
0,5,1.365105104446411,0.33863636417822407,1.3861847032200207,0.25
0,6,1.3684536652131514,0.2840909096327695,1.3862559687007556,0.25
0,7,1.3636983481320468,0.3045454561710358,1.3863498731092974,0.25
0,8,1.3556918360970236,0.2999999991872094,1.3865084756504407,0.25
0,9,1.3538268371061846,0.3204545446417548,1.3867323073473843,0.25
0,10,1.3484247316013682,0.2909090898253701,1.3870769847523083,0.25
0,11,1.3493397344242444,0.2727272716435519,1.3874020359732888,0.25
0,12,1.3436041528528386,0.3159090909090909,1.3878727175972678,0.25
0,13,1.341248089616949,0.3068181818181818,1.3884460059079258,0.25
0,14,1.3348471316424284,0.3090909090909091,1.389107953418385,0.25
0,15,1.3384820201180199,0.28636363690549677,1.3897810524160212,0.25
0,16,1.3375181674957275,0.3159090914509513,1.3906061107462102,0.25
0,17,1.3330814903432673,0.29772727435285395,1.391455585306341,0.25
0,18,1.3177299629558217,0.2840909093618393,1.392909906127236,0.25
0,19,1.324586231058294,0.31136363527991556,1.3940115516835994,0.25
0,20,1.3224390615116466,0.29545454599640586,1.3951953107660466,0.25
0,21,1.3211977568539706,0.30909090746532786,1.3964335484938188,0.25
