,Epoch,TrainingLoss,TrainingAccuracy,ValidationLoss,ValidationAccuracy
0,1,1.3636812210083007,0.2772727288983085,1.394141966646368,0.25
0,2,1.3339849883859807,0.29318181763995776,1.405715985731645,0.25
0,3,1.332008385658264,0.27954545454545454,1.4028662876649336,0.25
0,4,1.3101719921285455,0.35227272618900646,1.413930199363015,0.25
0,5,1.3281653642654419,0.3090909085490487,1.409901586445895,0.25
0,6,1.3315283168445935,0.26136363582177596,1.4005054018714211,0.25
0,7,1.3290033795616842,0.2909090900963003,1.3999132351441816,0.3465909090909091
0,8,1.3237446654926648,0.29545454382896424,1.400653134692799,0.25
0,9,1.3269119826230136,0.3227272721854123,1.4020281704989346,0.2755681818181818
0,10,1.3299890041351319,0.2909090898253701,1.3989114327864214,0.25
0,11,1.3262671925804832,0.3113636369054968,1.3978553902019153,0.25
0,12,1.320413799719377,0.25681818181818183,1.3997530937194824,0.25
0,13,1.3234596252441406,0.3090909080071883,1.4029856703498147,0.2599431818181818
0,14,1.3189086675643922,0.33636363527991553,1.3960215070030906,0.3366477272727273
0,15,1.3110824476588856,0.3022727256471461,1.400772669098594,0.25
0,16,1.3249374216253107,0.3022727283564481,1.3973617987199263,0.25
0,17,1.319173229824413,0.3022727256471461,1.3950629017569802,0.296875
0,18,1.317714348706332,0.2727272719144821,1.3951785347678445,0.25
0,19,1.3233301010998813,0.31136363798921757,1.3932626139033923,0.25
0,20,1.3291161558844826,0.32727272645993666,1.3930612152273005,0.3522727272727273
0,21,1.3222512180154973,0.29545454572547564,1.391025261445479,0.4318181818181818
