,Epoch,TrainingLoss,TrainingAccuracy,ValidationLoss,ValidationAccuracy
0,1,9.87300142808394,0.28181818236004225,12.088571570136331,0.25
0,2,11.28266676122492,0.30000000054186043,12.088571570136331,0.25
0,3,11.282666535810991,0.3000000002709302,12.088571570136331,0.25
0,4,11.282666605169123,0.2999999989162792,12.088571570136331,0.25
0,5,11.282666882601651,0.30000000054186043,12.088571570136331,0.25
0,6,11.282666674527254,0.3,12.088571570136331,0.25
0,7,11.282666743885388,0.2999999989162792,12.088571570136331,0.25
0,8,11.282666743885388,0.2999999989162792,12.088571570136331,0.25
0,9,11.282666379755193,0.29999999837441876,12.088571570136331,0.25
0,10,11.28266676122492,0.30000000054186043,12.088571570136331,0.25
0,11,11.28266676122492,0.30000000054186043,12.088571570136331,0.25
0,12,11.282667090676048,0.3000000016255812,12.088571570136331,0.25
0,13,11.28266693462025,0.29999999837441876,12.088571570136331,0.25
0,14,11.282666882601651,0.2999999989162792,12.088571570136331,0.25
0,15,11.282666691866789,0.3000000016255812,12.088571570136331,0.25
0,16,11.282666605169123,0.2999999989162792,12.088571570136331,0.25
0,17,11.282666535810991,0.3000000002709302,12.088571570136331,0.25
0,18,11.28266641443426,0.3,12.088571570136331,0.25
0,19,11.282666830583052,0.2999999994581396,12.088571570136331,0.25
0,20,11.282666865262119,0.2999999989162792,12.088571570136331,0.25
0,21,11.282666431773793,0.2999999994581396,12.088571570136331,0.25
