,Epoch,TrainingLoss,TrainingAccuracy,ValidationLoss,ValidationAccuracy
0,1,1.3721247564662586,0.25454545346173374,1.3960267305374146,0.25
0,2,1.323529135097157,0.3272727283564481,1.4233814803036777,0.25
0,3,1.320947807485407,0.2909090925346721,1.434186491099271,0.25
0,4,1.3337881955233488,0.2931818170980974,1.4277294657447122,0.25
0,5,1.322632080858404,0.24772727435285394,1.4537556930021807,0.25
0,6,1.320678827979348,0.2840909080071883,1.4270086830312556,0.25
0,7,1.3274639194661921,0.2863636363636364,1.4273638183420354,0.25
0,8,1.3222346435893666,0.2431818181818182,1.4405446160923352,0.25
0,9,1.317033373225819,0.31136363798921757,1.454069354317405,0.390625
0,10,1.3140445058996026,0.33863636309450323,1.4528507752852007,0.25
0,11,1.317927861213684,0.25454545400359413,1.462286580692638,0.25
0,12,1.318572263284163,0.2954545470801267,1.4485497799786655,0.25
0,13,1.3193198919296265,0.3181818181818182,1.4554641463539817,0.25
0,14,1.317924096367576,0.31363636201078243,1.4510322375731035,0.25
0,15,1.3153591351075606,0.29318181818181815,1.4610423283143477,0.4630681818181818
0,16,1.3171614495190707,0.30227272727272725,1.4441977522589944,0.3522727272727273
0,17,1.3133953267877752,0.3386363620107824,1.442439393563704,0.2556818181818182
0,18,1.307055063681169,0.32272727272727275,1.4540359432047063,0.25
0,19,1.3003712524067272,0.34545454382896423,1.4441805210980503,0.4346590909090909
0,20,1.3028166012330489,0.3590909107164903,1.4242038184946233,0.2627840909090909
0,21,1.305381300232627,0.37272727191448213,1.423017068342729,0.34801136363636365
