,Epoch,TrainingLoss,TrainingAccuracy,ValidationLoss,ValidationAccuracy
0,1,1.381799543987621,0.3227272743528539,1.3863616206429221,0.25
0,2,1.3816276918758046,0.31590909118002114,1.3863611763173884,0.25
0,3,1.3838315985419534,0.3,1.3863608945499768,0.25
0,4,1.381897141716697,0.27727272645993667,1.3863608186895198,0.25
0,5,1.3838951804421165,0.2977272716435519,1.3863604610616511,0.25
0,6,1.3805500225587324,0.31818181655623695,1.3863601251081987,0.25
0,7,1.3827111525969071,0.3204545446417548,1.386359778317538,0.25
0,8,1.37882708419453,0.3045454561710358,1.3863594423640857,0.25
0,9,1.381089607152072,0.2909090903672305,1.3863594315268777,0.25
0,10,1.3831845435229215,0.2818181812763214,1.3863593339920044,0.25
0,11,1.383640438860113,0.2681818198073994,1.386359377340837,0.25
0,12,1.3822678197513927,0.29772727272727273,1.3863594315268777,0.25
0,13,1.378723434968428,0.32954545617103576,1.3863595832477917,0.25
0,14,1.3813848127018322,0.2909090903672305,1.3863596374338323,0.25
0,15,1.3832645958120173,0.281818180734461,1.3863600275733254,0.25
0,16,1.379720874266191,0.295454544912685,1.3863600384105335,0.25
0,17,1.381210207939148,0.27954545454545454,1.386360309340737,0.25
0,18,1.3801371617750688,0.2727272727272727,1.3863604827360674,0.25
0,19,1.3827229088002986,0.2909090900963003,1.386360612782565,0.25
0,20,1.3821079947731711,0.2818181812763214,1.3863609812476418,0.25
0,21,1.3813331083817915,0.2909090925346721,1.3863613930615513,0.25
