,Epoch,TrainingLoss,TrainingAccuracy,ValidationLoss,ValidationAccuracy
0,1,10.053578359430487,0.281818183443763,12.088571570136331,0.25
0,2,11.28266641443426,0.3,12.088571570136331,0.25
0,3,11.282666709206321,0.2999999994581396,12.088571570136331,0.25
0,4,11.28266658782959,0.3000000010837208,12.088571570136331,0.25
0,5,11.282666570490056,0.3000000016255812,12.088571570136331,0.25
0,6,11.282666691866789,0.3,12.088571570136331,0.25
0,7,11.282666657187722,0.29999999837441876,12.088571570136331,0.25
0,8,11.282666709206321,0.2999999994581396,12.088571570136331,0.25
0,9,11.282666951959783,0.3,12.088571570136331,0.25
0,10,11.28266698663885,0.3000000010837208,12.088571570136331,0.25
0,11,11.282666674527254,0.3000000002709302,12.088571570136331,0.25
0,12,11.282666657187722,0.29999999837441876,12.088571570136331,0.25
0,13,11.282666847922584,0.2999999994581396,12.088571570136331,0.25
0,14,11.28266681324352,0.3000000002709302,12.088571570136331,0.25
0,15,11.282666969299317,0.2999999994581396,12.088571570136331,0.25
0,16,11.282666847922584,0.2999999994581396,12.088571570136331,0.25
0,17,11.282666691866789,0.3,12.088571570136331,0.25
0,18,11.282666847922584,0.3000000016255812,12.088571570136331,0.25
0,19,11.282666899941184,0.30000000054186043,12.088571570136331,0.25
0,20,11.28266646645286,0.2999999989162792,12.088571570136331,0.25
0,21,11.282666882601651,0.2999999989162792,12.088571570136331,0.25
