,Epoch,TrainingLoss,TrainingAccuracy,ValidationLoss,ValidationAccuracy
0,1,1.3904624787243929,0.2272727288983085,1.3865342790430242,0.25
0,2,1.3882422663948752,0.23409091071649032,1.386522802439603,0.25
0,3,1.3908702915365045,0.20454545535824514,1.3865169936960393,0.25
0,4,1.3905533508820966,0.23636363798921758,1.3865167769518765,0.25
0,5,1.3859015248038553,0.2613636379892176,1.3865155198357322,0.25
0,6,1.38747597174211,0.24772727326913313,1.3865241679278286,0.25
0,7,1.3877108985727484,0.28636363555084576,1.386531027880582,0.25
0,8,1.38714599609375,0.2431818181818182,1.3865395134145564,0.25
0,9,1.384720184586265,0.2613636379892176,1.3865526047619907,0.25
0,10,1.3851725123145364,0.2636363636363636,1.3865641897374934,0.25
0,11,1.3831864920529453,0.2727272711016915,1.3865795568986372,0.25
0,12,1.3791214140978727,0.3363636379892176,1.3865999525243586,0.24857954545454544
0,13,1.3827475222674284,0.2568181810053912,1.3866140950809827,0.2372159090909091
0,14,1.3836611726067283,0.2659090898253701,1.3866403969851406,0.1846590909090909
0,15,1.379898942600597,0.295454544912685,1.3866635235873135,0.1278409090909091
0,16,1.3789953860369595,0.30000000054186043,1.3866877339103005,0.09943181818181818
0,17,1.3802488803863526,0.2704545438289642,1.3867189233953303,0.08096590909090909
0,18,1.3783897616646505,0.3045454540035941,1.3867480212991887,0.07954545454545454
0,19,1.3760262294249102,0.28636363744735716,1.386775547807867,0.10085227272727272
0,20,1.3783999009565873,0.25681818344376306,1.3868072032928467,0.16193181818181818
0,21,1.3768261324275624,0.28636363582177593,1.3868410478938709,0.18892045454545456
