,Epoch,TrainingLoss,TrainingAccuracy,ValidationLoss,ValidationAccuracy
0,1,1.5210475596514614,0.31136363798921757,1.5692959482019597,0.25
0,2,1.3666976408524947,0.2749999991872094,1.3915751738981768,0.25
0,3,1.3307171886617488,0.30681818208911205,1.422708359631625,0.3409090909090909
0,4,1.3428496555848555,0.28863636309450325,1.4296636473048816,0.25
0,5,1.337332424250516,0.2840909096327695,1.3913474516435103,0.35511363636363635
0,6,1.4543648459694603,0.33863636255264284,1.4174705743789673,0.25
0,7,1.3325160936875777,0.3000000002709302,1.4266598658128218,0.29545454545454547
0,8,1.3080970829183405,0.36590908982537007,1.4040090279145674,0.25
0,9,1.3192867387424816,0.34999999918720937,1.32417631149292,0.4403409090909091
0,10,1.2838045488704335,0.4068181818181818,1.3929020383141257,0.2571022727272727
0,11,1.2919573718851263,0.37045454491268504,1.340593327175487,0.3536931818181818
0,12,1.2208815856413409,0.4590909090909091,1.1867036060853438,0.4786931818181818
0,13,1.1843515049327504,0.48636363473805516,1.1106966571374373,0.5653409090909091
0,14,1.2824829426678743,0.4318181801926006,1.2496290857141668,0.5085227272727273
0,15,1.1725222804329611,0.46590909416025333,1.2009289156306873,0.5383522727272727
0,16,1.1270082972266457,0.5590909058397466,1.032942766493017,0.5653409090909091
0,17,1.1789635289799083,0.5477272711016915,1.2510120706124739,0.4161931818181818
0,18,1.0721609592437744,0.5727272711016915,1.0315566388043491,0.5582386363636364
0,19,1.1197317838668823,0.5409090941602533,1.102565892718055,0.5269886363636364
0,20,1.1827472816814075,0.5227272759784352,1.1933247501199895,0.47301136363636365
0,21,1.007990889115767,0.5772727240215648,1.004176909273321,0.5511363636363636
