,Epoch,TrainingLoss,TrainingAccuracy,ValidationLoss,ValidationAccuracy
0,1,1.389562608978965,0.22045454491268504,1.386324871670116,0.25
0,2,1.3858867623589255,0.2477272716435519,1.3862536928870461,0.25
0,3,1.3834414200349288,0.27272727326913315,1.3862048495899548,0.25
0,4,1.3829924301667647,0.2590909107164903,1.3861871524290605,0.25
0,5,1.3789981191808527,0.27727272835644806,1.386199799450961,0.25
0,6,1.379192957011136,0.2681818198073994,1.3862361691214822,0.25
0,7,1.3714730284430765,0.31818181655623695,1.3862739584662698,0.25
0,8,1.3741557944904674,0.27272727435285393,1.3863512060858987,0.25
0,9,1.3686860539696433,0.29772727299820295,1.386458158493042,0.25
0,10,1.3625090230594983,0.3159090900963003,1.38661527633667,0.25
0,11,1.363210836323825,0.2999999989162792,1.3868210424076428,0.25
0,12,1.3615227764303035,0.29772727218541234,1.3870883096348157,0.25
0,13,1.3521426981145686,0.3227272716435519,1.3874732039191506,0.25
0,14,1.351871174032038,0.2909090903672305,1.3880446390672163,0.25
0,15,1.349348293651234,0.32272727326913314,1.3887208700180054,0.25
0,16,1.3396871350028299,0.30227272673086686,1.3897413448853926,0.25
0,17,1.342594361305237,0.29772727272727273,1.3909684419631958,0.25
0,18,1.3374820362437856,0.2840909107164903,1.3925482034683228,0.25
0,19,1.33406822681427,0.3022727256471461,1.3943551670421253,0.25
0,20,1.3287131092765114,0.3022727256471461,1.3962685519998723,0.25
0,21,1.3161517056551846,0.29772727218541234,1.398543661290949,0.25
