,Epoch,TrainingLoss,TrainingAccuracy,ValidationLoss,ValidationAccuracy
0,1,1.3753355784849688,0.27954545508731493,1.3878589326685125,0.25
0,2,1.33849543874914,0.2727272727272727,1.3987628871744329,0.25
0,3,1.3317936116998845,0.2863636363636364,1.4103551344438032,0.25
0,4,1.3243504069068215,0.2409090903672305,1.4078160957856611,0.2528409090909091
0,5,1.3115705034949563,0.30681818344376305,1.4021197015588933,0.25
0,6,1.3198519208214499,0.28636363690549677,1.4008991501548074,0.25
0,7,1.324551120671359,0.29772727218541234,1.398150541565635,0.25
0,8,1.3204110449010675,0.31363636201078243,1.3985504562204534,0.25
0,9,1.3176849690350618,0.31136363636363634,1.3990338498895818,0.25
0,10,1.3225585915825584,0.3159090892835097,1.395795843817971,0.2784090909090909
0,11,1.3081237662922252,0.35227272618900646,1.396307024088773,0.25
0,12,1.3187582882967863,0.2840909080071883,1.3957768028432673,0.25
0,13,1.3401446775956587,0.2590909085490487,1.3931546102870593,0.25
0,14,1.3152055631984363,0.30227272618900647,1.3912506862120195,0.25
0,15,1.3203837676481767,0.3068181818181818,1.3922296112233943,0.25
0,16,1.3247433575716885,0.30454545346173373,1.3911693529649214,0.25
0,17,1.3138181664726951,0.29545454653826625,1.3923972953449597,0.25
0,18,1.319736554405906,0.2931818184527484,1.3910193226554177,0.25
0,19,1.323685552857139,0.3159090892835097,1.3919692472978071,0.28267045454545453
0,20,1.3159422744404186,0.3,1.3895815394141457,0.32386363636363635
0,21,1.3209481737830422,0.30454545508731495,1.3878824710845947,0.4346590909090909
